condition,condition_tier,target,representation,selector,reports,true_bugs,predicted_clusters,matrix_sha256,partition_sha256,evaluation_index,epsilon,relative_validity_hdbscan,persistence,single_cluster_correction,purity,inverse_purity,f_measure,adjusted_rand_index,pairwise_average_precision,pairwise_same_bug_pairs,pairwise_different_bug_pairs,num_overcount,num_undercount,num_completely_lost
L_f3_W0,primary_full_coverage,soxmp3__sox,BLD4,Smax,61,7,10,e435c32ae4a2869242ca22b4f812b9e313d211f8b550034dc25e52dd8da0fdaa,6c6e6b9f9a2a0e3a9e3281dbffa6b9ee2bad7b195ddd6d928af9a39f65026371,171,0.018916307237508576,0.8845858559779997,1.0,False,0.93443,0.81967,0.84928,0.804419206551551,0.9046366971554547,270,1560,2,3,2
L_f3_W5,primary_full_coverage,freetype__char2svg,B,S0,51,6,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,c95e48269e3ff53983538aaea302b9cc1fc2d9e027bd1b8fbdebdd97c54780aa,1,0.3543185777584654,0.5,1.0,True,0.19608,1.0,0.32219,0.0,0.9597579457352423,225,1050,0,1,6
L_f3_W5,primary_full_coverage,freetype__char2svg,B,Smax,51,6,6,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,185,0.06176236481932756,0.578090354741812,1.0,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BL,S0,51,6,6,6e696b761652566fb1bc5b80d50f2b81fa9b8a68600dd43fa05c96647d9469b6,06280bcec3c516aca075a358f24d1f2111a07a16f4d1da5ad45de1f956d15cc5,3,0.24054924072330025,0.7524732410890738,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BL,Smax,51,6,6,6e696b761652566fb1bc5b80d50f2b81fa9b8a68600dd43fa05c96647d9469b6,06280bcec3c516aca075a358f24d1f2111a07a16f4d1da5ad45de1f956d15cc5,35,0.15226003556609374,0.7524732410890738,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BD4,S0,51,6,6,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,3,0.18161454620300063,0.834757250186428,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BD4,Smax,51,6,6,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,185,0.03251174274709012,0.834757250186428,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BLD4,S0,51,6,6,d63de6da20bf7c0b1c0b590044849d8ce173439646deaf6e6d671107cf71dea9,06280bcec3c516aca075a358f24d1f2111a07a16f4d1da5ad45de1f956d15cc5,3,0.21506767304899363,0.7880885544495452,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,freetype__char2svg,BLD4,Smax,51,6,6,d63de6da20bf7c0b1c0b590044849d8ce173439646deaf6e6d671107cf71dea9,06280bcec3c516aca075a358f24d1f2111a07a16f4d1da5ad45de1f956d15cc5,195,0.10519734805404536,0.7880885544495452,1.0,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,B,S0,40,4,4,ae9c43363c0ce3d15f18a1a7a4f0b2fe4ccf86b44058e9e6d7f4898e7963f325,3c303e8588976c1374218400bece6f78ca37f2f8dc04111ea5caa9ae59554a23,35,0.23790493335474527,0.6531442294116495,1.0,False,1.0,1.0,1.0,1.0,1.0,180,600,0,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,B,Smax,40,4,5,ae9c43363c0ce3d15f18a1a7a4f0b2fe4ccf86b44058e9e6d7f4898e7963f325,adc8c63a897abd413087fe3344c85889066b2224e4bbef68a4c8f1d915ba85cf,183,0.05136601579533602,0.7991556190859307,1.0,False,1.0,0.925,0.95588,0.9209383145091226,1.0,180,600,1,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BL,S0,40,4,4,2b27b981a18fd8a4844c3e5119313c3cede0d42347cc9980b1f6fb1bcf2dbd15,6d74a54b3d95a319495e78136819acf6e91558d95c297dea93ca913950a32dd3,11,0.3603669923024773,0.7960692651274971,1.0,False,1.0,1.0,1.0,1.0,1.0,180,600,0,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BL,Smax,40,4,5,2b27b981a18fd8a4844c3e5119313c3cede0d42347cc9980b1f6fb1bcf2dbd15,69d9d0b64f89efdfb8e4dd0433fff5097dcae2f857d92b4f2fac213727017aaa,195,0.026658144646707745,0.8309710123906389,1.0,False,1.0,0.875,0.91667,0.9051094890510949,1.0,180,600,1,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BD4,S0,40,4,5,261f209d09e5ee8c4a35f09340b9b91d8e2ccca1c87c8b685b9ac262ef5b0f42,f681ff39812449fa2b3c2e9b19fa370e4cac6de89701b3bcece0147a78a97db9,3,0.18525274790307583,0.8597380694234198,1.0,False,1.0,0.9,0.9375,0.9090909090909091,0.9300858902082415,180,600,1,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BD4,Smax,40,4,5,261f209d09e5ee8c4a35f09340b9b91d8e2ccca1c87c8b685b9ac262ef5b0f42,f681ff39812449fa2b3c2e9b19fa370e4cac6de89701b3bcece0147a78a97db9,195,0.027113392695409064,0.8597380694234198,1.0,False,1.0,0.9,0.9375,0.9090909090909091,0.9300858902082415,180,600,1,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BLD4,S0,40,4,4,57af6d0b3698eca540d05ca83a680ec0608ae9fc8daf36b566a7dde95c6b4537,6d74a54b3d95a319495e78136819acf6e91558d95c297dea93ca913950a32dd3,11,0.28642984350036954,0.7514538252631056,1.0,False,1.0,1.0,1.0,1.0,1.0,180,600,0,0,0
L_f3_W5,primary_full_coverage,poppler__pdfimages,BLD4,Smax,40,4,5,57af6d0b3698eca540d05ca83a680ec0608ae9fc8daf36b566a7dde95c6b4537,03f4d73e83135c326e7409d469a8363b9a890f2f21e43839736c1530a97f5afa,163,0.018685942779735988,0.8027077964823679,1.0,False,1.0,0.9,0.9375,0.9090909090909091,1.0,180,600,1,0,0
L_f3_W5,primary_full_coverage,soxmp3__sox,B,S0,61,7,7,620599d63526f00cc6a30b183740d3d751701bb0f01816490592dfbafe6aa725,cb2132ea9abb4b5413888e10af457fa4d27f31c07f2743ea80ade39965bfd51a,75,0.2000752821866999,0.7405588406916171,1.0,False,0.93443,0.88525,0.898,0.8411400066023549,0.9162334931413182,270,1560,2,3,3
L_f3_W5,primary_full_coverage,soxmp3__sox,B,Smax,61,7,9,620599d63526f00cc6a30b183740d3d751701bb0f01816490592dfbafe6aa725,fb2159528677920fde41e442a4f968117d16f21373bf6c29d549a0bf8dc6d392,155,0.060755610605931105,0.8209978909808091,1.0,False,0.93443,0.85246,0.86438,0.8238250628258504,0.9162334931413182,270,1560,2,3,3
L_f3_W5,primary_full_coverage,soxmp3__sox,BL,S0,61,7,9,87adcbd33846aba4af0c7394fde6daf194c00eed08fef8070cf1aaebe0d5e865,2edf68ac09771f3f0dcb8c6d3b17c897fcdaf73a8f83b9bd219c7a6ea5b06ad6,3,0.258656728060073,0.7200246314611106,1.0,False,0.93443,0.85246,0.86438,0.8238250628258504,0.9452040770009548,270,1560,2,3,3
L_f3_W5,primary_full_coverage,soxmp3__sox,BL,Smax,61,7,18,87adcbd33846aba4af0c7394fde6daf194c00eed08fef8070cf1aaebe0d5e865,0167180a40ca714b86b13fc90b7718b1698980c7cb310e05ed33efc4eba2d8af,151,0.014635579932817772,0.8210673494870366,1.0,False,0.98361,0.63934,0.74149,0.639950295122709,0.9452040770009548,270,1560,4,1,0
L_f3_W5,primary_full_coverage,soxmp3__sox,BD4,S0,61,7,7,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,2bfc104a9e519a0d05704fc1711e12e68d794a32bb064550fe8f5136cdd34809,3,0.19681919528297653,0.7414504768546056,1.0,False,0.90164,0.91803,0.85747,0.8107204964708289,0.9292743552730823,270,1560,1,2,3
L_f3_W5,primary_full_coverage,soxmp3__sox,BD4,Smax,61,7,9,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,ac4b6e2a4c8fc91ef065849d2897f5a8b4bd46d4f6d4bf655d267054b8ba51e9,187,0.032591252892062425,0.8673685768703653,1.0,False,0.93443,0.85246,0.86438,0.8238250628258504,0.9292743552730823,270,1560,2,3,3
L_f3_W5,primary_full_coverage,soxmp3__sox,BLD4,S0,61,7,9,857ef87519efdd68a9827ac3f687104fb5a1d71bd48aff880c8dc26c57dfef39,4c72e50ce5c903aaf3c6e778c0c9653adcd0ff2070291450201cc516fb969989,20,0.16491943701267153,0.7606667563669668,1.0,False,0.93443,0.85246,0.86438,0.8238250628258504,0.9557902367094375,270,1560,2,3,3
L_f3_W5,primary_full_coverage,soxmp3__sox,BLD4,Smax,61,7,10,857ef87519efdd68a9827ac3f687104fb5a1d71bd48aff880c8dc26c57dfef39,5320054602af4a8018e163c70bb545f6f2ce1358b3cdefdc7a186427d8391b76,159,0.018983732913253323,0.8479809732691582,1.0,False,0.93443,0.81967,0.84928,0.804419206551551,0.9557902367094375,270,1560,2,3,2
