min_cluster_size,min_samples,condition,representation,targets,reports,macro_f_measure,macro_purity,macro_inverse_purity,mean_predicted_clusters,noise_matrices,single_cluster_matrices
5,5,L_f3_W0,B,3,152,0.9568933333333334,0.9781433333333333,0.9562833333333334,7.0,2,0
5,5,L_f3_W0,BL,3,152,0.93707,0.9836066666666667,0.93989,8.333333333333334,2,0
5,5,L_f3_W0,BD4,3,152,0.9310933333333334,0.9672133333333334,0.92295,7.666666666666667,3,0
5,5,L_f3_W0,BLD4,3,152,0.9568933333333334,0.9781433333333333,0.9562833333333334,7.0,2,0
5,5,L_f3_W5,B,3,152,0.9568933333333334,0.9781433333333333,0.9562833333333334,7.0,2,0
5,5,L_f3_W5,BL,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
5,5,L_f3_W5,BD4,3,152,0.9310933333333334,0.9672133333333334,0.92295,7.666666666666667,3,0
5,5,L_f3_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,1,L_f1_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,1,L_f1_W0,BL,3,152,0.8630733333333334,0.90002,0.91614,7.333333333333333,3,0
8,1,L_f1_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,1,L_f1_W0,BLD4,3,152,0.9016533333333333,0.9781433333333333,0.8976766666666666,9.0,3,0
8,1,L_f1_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,1,L_f1_W5,BL,3,152,0.9612766666666667,0.9716066666666666,0.9726766666666666,5.666666666666667,1,0
8,1,L_f1_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,1,L_f1_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,1,L_f3_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,1,L_f3_W0,BL,3,152,0.9385033333333332,0.9672133333333334,0.9562833333333334,7.333333333333333,2,0
8,1,L_f3_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,1,L_f3_W0,BLD4,3,152,0.9660000000000001,0.9781433333333333,0.9672133333333334,6.333333333333333,2,0
8,1,L_f3_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,1,L_f3_W5,BL,3,152,0.97641,0.9781433333333333,0.9836066666666667,5.333333333333333,1,0
8,1,L_f3_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,1,L_f3_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,2,L_f1_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,2,L_f1_W0,BL,3,152,0.8630733333333334,0.90002,0.91614,7.333333333333333,3,0
8,2,L_f1_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,2,L_f1_W0,BLD4,3,152,0.9016533333333333,0.9781433333333333,0.8976766666666666,9.0,3,0
8,2,L_f1_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,2,L_f1_W5,BL,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,2,L_f1_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,2,L_f1_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,2,L_f3_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,2,L_f3_W0,BL,3,152,0.9385033333333332,0.9672133333333334,0.9562833333333334,7.333333333333333,2,0
8,2,L_f3_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,2,L_f3_W0,BLD4,3,152,0.9660000000000001,0.9781433333333333,0.9672133333333334,6.333333333333333,2,0
8,2,L_f3_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,2,L_f3_W5,BL,3,152,0.97641,0.9781433333333333,0.9836066666666667,5.333333333333333,1,0
8,2,L_f3_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,2,L_f3_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,3,L_f1_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,3,L_f1_W0,BL,3,152,0.8597433333333333,0.91095,0.9052133333333333,8.0,3,0
8,3,L_f1_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,3,L_f1_W0,BLD4,3,152,0.9016533333333333,0.9781433333333333,0.8976766666666666,9.0,3,0
8,3,L_f1_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,3,L_f1_W5,BL,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,3,L_f1_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,3,L_f1_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,3,L_f3_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,3,L_f3_W0,BL,3,152,0.9385033333333332,0.9672133333333334,0.9562833333333334,7.333333333333333,2,0
8,3,L_f3_W0,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,3,L_f3_W0,BLD4,3,152,0.9660000000000001,0.9781433333333333,0.9672133333333334,6.333333333333333,2,0
8,3,L_f3_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,3,L_f3_W5,BL,3,152,0.97641,0.9781433333333333,0.9836066666666667,5.333333333333333,1,0
8,3,L_f3_W5,BD4,3,152,0.8932866666666667,0.8565566666666666,0.98907,4.666666666666667,1,0
8,3,L_f3_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,5,L_f1_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,5,L_f1_W0,BL,3,152,0.8578966666666666,0.9164133333333333,0.8997466666666667,8.333333333333334,3,0
8,5,L_f1_W0,BD4,3,152,0.88932,0.8732233333333334,0.9724033333333333,5.333333333333333,2,0
8,5,L_f1_W0,BLD4,3,152,0.8856299999999999,0.9508199999999999,0.91407,8.666666666666666,3,0
8,5,L_f1_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,5,L_f1_W5,BL,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,5,L_f1_W5,BD4,3,152,0.88932,0.8732233333333334,0.9724033333333333,5.333333333333333,2,0
8,5,L_f1_W5,BLD4,3,152,0.9672333333333333,0.9726766666666666,0.9726766666666666,5.666666666666667,2,0
8,5,L_f3_W0,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,5,L_f3_W0,BL,3,152,0.93707,0.9836066666666667,0.93989,8.333333333333334,2,0
8,5,L_f3_W0,BD4,3,152,0.88932,0.8732233333333334,0.9724033333333333,5.333333333333333,2,0
8,5,L_f3_W0,BLD4,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,5,L_f3_W5,B,3,152,0.9491266666666668,0.9672133333333334,0.9726766666666666,6.666666666666667,2,0
8,5,L_f3_W5,BL,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
8,5,L_f3_W5,BD4,3,152,0.88932,0.8732233333333334,0.9724033333333333,5.333333333333333,2,0
8,5,L_f3_W5,BLD4,3,152,0.9698366666666667,0.9781433333333333,0.9726766666666666,6.0,2,0
