condition,condition_tier,target,representation,reports,min_cluster_size,min_samples,true_bugs,predicted_clusters,raw_structural_clusters,noise_points,matrix_sha256,partition_sha256,epsilon,relative_validity_hdbscan,persistence,single_cluster_correction,purity,inverse_purity,f_measure,adjusted_rand_index,pairwise_average_precision,pairwise_same_bug_pairs,pairwise_different_bug_pairs,num_overcount,num_undercount,num_completely_lost
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,2,1,6,15,9,6,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,2b8db93a78cf2ed64649a320b0dc05d142e3e243ac6f90af6478ebc79455da3a,0.0,0.46813805664456765,1.0,False,1.0,0.70588,0.79638,0.6965438663121915,0.9597579457352423,225,1050,3,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,2,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.12215738530695579,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,2,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.17939587048667466,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,2,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.1363288512118729,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,3,1,6,8,6,2,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,246974936995b5f95dd8672a2e0f102fcb3a3139c7acbc71296f6609f8991817,0.0,0.583555205943569,0.128053835703972,False,1.0,0.92157,0.95098,0.9235382308845578,0.9597579457352423,225,1050,1,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,3,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.12108626837321754,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,3,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.1979276675761469,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,3,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.13639598990323365,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,4,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.19790160923662828,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,4,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.18892770035809292,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,4,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.19544741993540315,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,4,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.13839154746560028,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,5,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.1463092824570142,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,5,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.14804757782526687,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,5,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.14889302639883456,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,5,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.14802424107668993,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,8,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.5509180305939582,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,8,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.5404952185851964,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,8,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.514329218495964,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,B,51,8,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.5082972494013669,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,2,1,6,16,8,8,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,ac188070dd52b0412099516319d1393a888f9d7ad822a44b218eff78f2d76a2e,0.0,0.5730766199325865,1.0,False,1.0,0.70588,0.79638,0.69267364414843,0.9809969099083358,225,1050,3,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,2,2,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7117047733925733,0.12181320607798787,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,2,3,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7080402899393649,0.17897535299723183,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,2,5,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7037527982638414,0.13619923041234674,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,3,1,6,9,6,3,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c735b09b49254fecdeff8ffdb4bcae4eda247612e906a5f28b82a17862cf5863,0.0,0.8265615964185504,0.13055966904117838,False,1.0,0.90196,0.94066,0.8963414634146342,0.9809969099083358,225,1050,2,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,3,2,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7117047733925733,0.12079727954275614,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,3,3,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7080402899393649,0.1975812342943823,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,3,5,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7037527982638414,0.13629708973396182,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,4,1,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7232245927852489,0.19653902702804277,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,4,2,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7117047733925733,0.18816983131390316,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,4,3,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7080402899393649,0.1953290945663501,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,4,5,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7037527982638414,0.138389531353014,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,5,1,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7232245927852489,0.14410011134575237,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,5,2,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7117047733925733,0.1464625911083975,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,5,3,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7080402899393649,0.14793340011471645,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,5,5,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7037527982638414,0.14927114433503508,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,8,1,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7232245927852489,0.717251962791232,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,8,2,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7117047733925733,0.7045332429418272,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,8,3,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7080402899393649,0.7006579513184965,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BL,51,8,5,6,6,5,1,f6fef8bea11f084ff89f31b7a90d21a0892b9299870d371ff29f22817222fb60,c160d54a74f699e402f039ee7ad277882a6d415df99005423a367f0c266777bb,0.0,0.7037527982638414,0.711726810851073,False,0.98039,0.98039,0.98034,0.9488195214704485,0.9809969099083358,225,1050,1,1,1
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,2,1,6,15,9,6,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,4c41fce82e37ee903a0e7e9183e656b9d170db1e19b28c44577c063fc1a7ba4c,0.0,0.5491615781599153,1.0,False,1.0,0.70588,0.79638,0.6965438663121915,1.0,225,1050,3,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,2,2,6,9,6,3,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,30295a1958b4b00d1db4465de06eb6e168efe9e487aee30edb43e2edbc3208ca,0.0,0.7540032209232623,0.12580766227690146,False,1.0,0.92157,0.95098,0.9175723123223541,1.0,225,1050,1,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,2,3,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.7995308570071878,0.18518200400839308,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,2,5,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.792996796425399,0.14435926676284935,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,3,1,6,8,6,2,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,c157d9495cd5c699c25a0b89d935e0618da9245a211049d14ab61f24dd23d439,0.0,0.7765454565357832,0.12942458267390025,False,1.0,0.92157,0.95098,0.9235382308845578,1.0,225,1050,1,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,3,2,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.8062029734029467,0.12367141342595431,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,3,3,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.7995308570071878,0.20457827345381235,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,3,5,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.792996796425399,0.1444890393888933,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,4,1,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.834757250186428,0.2034427283404742,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,4,2,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.8062029734029467,0.19433684509575155,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,4,3,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.7995308570071878,0.20200936370343864,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,4,5,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.792996796425399,0.14669011280721533,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,5,1,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.834757250186428,0.15244014090373043,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,5,2,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.8062029734029467,0.15529739456895708,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,5,3,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.7995308570071878,0.15669635160866283,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,5,5,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.792996796425399,0.1577217681313773,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,8,1,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.834757250186428,0.7247054427077232,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,8,2,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.8062029734029467,0.6997324673050547,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,8,3,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.7995308570071878,0.6806628863819093,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BD4,51,8,5,6,6,5,1,e2a7974a2fdfcdd920904f860b52148edaaa6529b8236988d19e490f887ea158,77fa88606dd22ca52f2063a2ff13fc15e39cc7e095d018b598b015a28f352eaa,0.0,0.792996796425399,0.703501749914078,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,2,1,6,16,8,8,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,21e5c2033965086df86c1e34285f38cc7ee2dd76b5d6247271c57705527b6f12,0.0,0.5703354108046024,1.0,False,1.0,0.70588,0.79638,0.69267364414843,1.0,225,1050,3,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,2,2,6,9,6,3,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,dfd9a6d50e4af468c0c9b665469f0c56912d60fd120e9732b9babb6b355650cf,0.0,0.6558698934390705,0.1261911715490931,False,1.0,0.92157,0.95098,0.9175723123223541,1.0,225,1050,1,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,2,3,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7184468378074004,0.1861618427412163,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,2,5,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7154699025067213,0.1454180393293148,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,3,1,6,8,6,2,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,cd1bfb121b02e5ceea9b30a79cef5e65327aa9aec03f9019e79ee4c06343ee2a,0.0,0.6738592206562838,0.1298061798266468,False,1.0,0.92157,0.95098,0.9235382308845578,1.0,225,1050,1,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,3,2,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7226494835637615,0.12415037373478299,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,3,3,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7184468378074004,0.20572666404251322,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,3,5,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7154699025067213,0.14544375182979424,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,4,1,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.737155031917004,0.20432750870204225,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,4,2,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7226494835637615,0.19522392749880355,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,4,3,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7184468378074004,0.20314694815575246,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f1_W0,primary_full_coverage,freetype__char2svg,BLD4,51,4,5,6,6,5,1,ae0b0bc0c8c5169aa5e18ae77e95fa366970e6f77af8946854f16f4eb9bcf11f,26795d85f1c53854c2b93730488ac418620dbdfcf912d05a2e6feecb6931561a,0.0,0.7154699025067213,0.1477044262753022,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
